Mosquito,Latitude,Longitude,Population,Phylodiversity,Temperature,Precipitation,Leaf Index High Veg,Leaf Index Low Veg,Maximum Temperature,Minimum Temperature,Maximum 10 Meter U Wind,Minimum 10 Meter U Wind,Maximum 10 Meter V Wind,Minimum 10 Meter V Wind,Maximum Leaf Area Index High Vegetation,Minimum Leaf Area Index High Vegetation,Maximum Leaf Area Index Low Vegetation,Minimum Leaf Area Index Low Vegetation,Maximum Skin Reservoir Content,Minimum Skin Reservoir Content,Maximum Snow Depth,Minimum Snow Depth,keys,EvergreenDeciduousNeedleleafTrees,EvergreenBroadleafTrees,DeciduousBroadleafTrees,MixedOtherTrees,Shrubs,HerbaceousVegetation,CultivatedandManagedVegetation,RegularlyFloodedVegetation,UrbanBuilt-up,SnowIce,Barren,OpenWater,Timing
2.0,37.413624,-88.886577,13191.0,1.070071631,297.6819153,0.003546304,3.628901005,1.19e-07,4.612892628,-3.273914337,6.863546371,-2.270497084,302.7068481,290.2948608,3.742658377,3.533897638,0.0,0.0,0.000679904,0.0,-7.35e-24,-7.35e-24,172,0,0,9,0,0,10,81,0,0,0,0,0,30
1.0,37.413624,-88.886577,13191.0,1.070071631,299.1455994,0.002224462,3.614218712,1.19e-07,2.497975349,-2.68317318,3.185779095,-2.851457834,303.7132263,293.6592102,3.780905247,3.302715063,0.0,0.0,0.000694668,-2.91e-11,-7.35e-24,-7.35e-24,173,0,0,9,0,0,10,81,0,0,0,0,0,44
3.0,41.882072,-88.329337,28895.0,1.255217888,294.5493469,0.005749521,1.905422449,2.778344631,4.498650074,-4.538167953,4.341833115,-3.324056625,302.7481995,284.5579224,1.970133305,1.835806012,2.801529884,2.752810001,0.000400092,0.0,-7.35e-24,-7.35e-24,174,3,0,0,0,0,10,45,0,42,0,0,0,6
26.0,41.882072,-88.329337,28895.0,1.255217888,296.3024902,0.002729229,2.015659571,2.8171525,3.665378094,-4.224939823,5.121573448,-5.505162239,302.4142151,288.8130188,2.034297705,1.974249363,2.824352741,2.803093433,0.000410589,-2.91e-11,-7.35e-24,-7.35e-24,175,3,0,0,0,0,10,45,0,42,0,0,0,7
61.0,41.882072,-88.329337,28895.0,1.255217888,296.2796936,0.004636759,1.972262263,2.798807144,3.765830994,-3.770797729,5.728226662,-2.5014534,301.1002197,289.4816895,2.018278599,1.873934031,2.816405058,2.764151573,0.00040782,0.0,-7.35e-24,-7.35e-24,176,3,0,0,0,0,10,45,0,42,0,0,0,8
8.0,41.882072,-88.329337,28895.0,1.255217888,292.6856995,0.003071937,1.741810799,2.718620777,6.120200634,-5.267258167,5.468552589,-3.120867968,300.2382507,283.8069763,1.865754128,1.609105349,2.761355162,2.67308569,0.000379834,0.0,-7.35e-24,-7.35e-24,177,3,0,0,0,0,10,45,0,42,0,0,0,9
1.0,41.882072,-88.329337,28895.0,1.255217888,297.3517456,0.002822615,2.015659571,2.8171525,3.418509722,-3.009424925,3.666049242,-4.22373867,303.6818237,290.4182434,2.034297705,1.974249363,2.824352741,2.803093433,0.000410348,2.91e-11,-7.35e-24,-7.35e-24,178,3,0,0,0,0,10,45,0,42,0,0,0,19
5.0,41.882072,-88.329337,28895.0,1.255217888,295.0218201,0.004102467,1.972262263,2.798807144,5.04663229,-3.861678839,3.567192078,-3.016811848,300.3677979,288.5545349,2.018278599,1.873934031,2.816405058,2.764151573,0.000403943,0.0,-7.35e-24,-7.35e-24,179,3,0,0,0,0,10,45,0,42,0,0,0,20
9.0,41.882072,-88.329337,28895.0,1.255217888,293.7301331,0.006024213,1.741810799,2.718620777,4.843820095,-3.701379776,4.646361828,-3.819363594,299.1326904,287.6464233,1.865754128,1.609105349,2.761355162,2.67308569,0.000386418,-2.91e-11,-7.35e-24,-7.35e-24,180,3,0,0,0,0,10,45,0,42,0,0,0,21
5.0,41.882072,-88.329337,28895.0,1.255217888,297.7751465,0.004477543,2.015659571,2.8171525,6.449269295,-3.473434687,4.556880474,-4.090129852,303.184021,291.2913513,2.034297705,1.974249363,2.824352741,2.803093433,0.00041103,0.0,-7.35e-24,-7.35e-24,181,3,0,0,0,0,10,45,0,42,0,0,0,31
24.0,41.882072,-88.329337,28895.0,1.255217888,296.2603455,0.000896276,1.972262263,2.798807144,3.577492237,-3.722311497,4.248858452,-3.861147404,302.3162231,287.7849426,2.018278599,1.873934031,2.816405058,2.764151573,0.000374857,0.0,-7.35e-24,-7.35e-24,182,3,0,0,0,0,10,45,0,42,0,0,0,32
15.0,41.882072,-88.329337,28895.0,1.255217888,291.0838623,0.004215755,1.741810799,2.718620777,5.427022457,-4.330835819,5.395236015,-3.808685303,297.9414978,282.0238342,1.865754128,1.609105349,2.761355162,2.67308569,0.000380957,0.0,-7.35e-24,-7.35e-24,183,3,0,0,0,0,10,45,0,42,0,0,0,33
2.0,41.882072,-88.329337,28895.0,1.255217888,296.1740112,0.001883941,2.015659571,2.8171525,4.552523136,-3.956102371,4.97113657,-4.10686636,301.5931396,287.9347229,2.034297705,1.974249363,2.824352741,2.803093433,0.000411178,0.0,-7.35e-24,-7.35e-24,184,3,0,0,0,0,10,45,0,42,0,0,0,43
11.0,41.882072,-88.329337,28895.0,1.255217888,297.1880188,0.002688987,1.972262263,2.798807144,4.29564333,-2.204946995,4.717170238,-3.54728651,301.2786255,290.2547607,2.018278599,1.873934031,2.816405058,2.764151573,0.000388718,-2.91e-11,-7.35e-24,-7.35e-24,185,3,0,0,0,0,10,45,0,42,0,0,0,44
12.0,41.882072,-88.329337,28895.0,1.255217888,293.8088684,0.001462718,1.741810799,2.718620777,4.347531319,-3.710907459,5.450889111,-5.922358036,299.6905518,286.6169739,1.865754128,1.609105349,2.761355162,2.67308569,0.00021109,0.0,-7.35e-24,-7.35e-24,186,3,0,0,0,0,10,45,0,42,0,0,0,45
6.0,41.882072,-88.329337,28895.0,1.255217888,296.5262756,0.003068656,2.015659571,2.8171525,5.539231777,-3.535761833,4.389831543,-3.084362984,302.0809021,289.8769836,2.034297705,1.974249363,2.824352741,2.803093433,0.000411178,0.0,-7.35e-24,-7.35e-24,187,3,0,0,0,0,10,45,0,42,0,0,0,55
36.0,41.882072,-88.329337,28895.0,1.255217888,295.8452148,0.002994297,1.972262263,2.798807144,4.93418932,-3.653345823,4.562488556,-3.336896181,301.2874756,289.6252441,2.018278599,1.873934031,2.816405058,2.764151573,0.000407958,0.0,-7.35e-24,-7.35e-24,188,3,0,0,0,0,10,45,0,42,0,0,0,56
2.0,41.882072,-88.329337,28895.0,1.255217888,291.988739,0.000908743,1.741810799,2.718620777,5.382411003,-3.14932251,3.898137808,-4.79889679,298.8963928,282.3167725,1.865754128,1.609105349,2.761355162,2.67308569,0.00037506,0.0,-7.35e-24,-7.35e-24,189,3,0,0,0,0,10,45,0,42,0,0,0,57
12.0,41.101654,-87.86369,114235.0,1.174694377,296.7279968,0.002203904,2.496598244,2.700426579,5.274823189,-3.968077183,5.849639416,-5.494451046,303.2208557,289.1430054,2.497676134,2.492884874,2.816874743,2.350929976,0.000439853,-2.91e-11,-7.35e-24,-7.35e-24,190,2,0,1,6,0,20,40,0,24,0,0,6,7
29.0,41.101654,-87.86369,114235.0,1.174694377,297.054718,0.004600454,2.496111393,2.632688999,3.772725105,-4.861756802,8.029886246,-3.246924162,302.4042664,289.8294373,2.497703791,2.491837502,2.802740335,2.203132868,0.000497338,0.0,-7.35e-24,-7.35e-24,191,2,0,1,6,0,20,40,0,24,0,0,6,8
7.0,41.101654,-87.86369,114235.0,1.174694377,293.8945313,0.002302101,2.486783028,1.717174888,7.931898117,-4.891345501,6.173465729,-5.020306587,300.6913757,285.1758728,2.4913311,2.48386097,2.166258812,1.414565563,0.000363172,0.0,-7.35e-24,-7.35e-24,192,2,0,1,6,0,20,40,0,24,0,0,6,9
4.0,41.101654,-87.86369,114235.0,1.174694377,292.1655884,0.002446664,2.486783028,1.717174888,5.876408577,-4.405954838,6.689102173,-4.294663429,298.218811,282.1801758,2.4913311,2.48386097,2.166258812,1.414565563,0.000384307,0.0,-7.35e-24,-7.35e-24,193,2,0,1,6,0,20,40,0,24,0,0,6,33
2.0,41.101654,-87.86369,114235.0,1.174694377,296.9248352,0.004006893,2.496111393,2.632688999,4.13542223,-3.334473133,5.317571163,-4.484808922,300.903595,289.1373596,2.497703791,2.491837502,2.802740335,2.203132868,0.000500733,-2.91e-11,-7.35e-24,-7.35e-24,194,2,0,1,6,0,20,40,0,24,0,0,6,44
2.0,41.101654,-87.86369,114235.0,1.174694377,293.9732666,0.002065683,2.486783028,1.717174888,4.919728279,-3.233307838,6.537614346,-7.190269947,299.6190186,285.235199,2.4913311,2.48386097,2.166258812,1.414565563,0.000352556,0.0,-7.35e-24,-7.35e-24,195,2,0,1,6,0,20,40,0,24,0,0,6,45
1.0,41.101654,-87.86369,114235.0,1.174694377,288.29599,0.006624116,2.481916189,1.215343237,6.469838142,-5.088802814,6.33616972,-7.939764977,296.6023254,278.5517578,2.483780384,2.480963945,1.398687482,1.120843172,0.000262295,0.0,-7.35e-24,-7.35e-24,196,2,0,1,6,0,20,40,0,24,0,0,6,46
1.0,41.101654,-87.86369,114235.0,1.174694377,296.7355957,0.002128451,2.496111393,2.632688999,5.341986656,-2.757162333,5.262833595,-4.056633949,302.8208618,289.2295837,2.497703791,2.491837502,2.802740335,2.203132868,0.00046339,0.0,-7.35e-24,-7.35e-24,197,2,0,1,6,0,20,40,0,24,0,0,6,56
8.0,41.101654,-87.86369,114235.0,1.174694377,292.7775879,0.001184965,2.486783028,1.717174888,6.064253807,-3.574039936,4.434465408,-6.0073843,300.9276733,281.9125977,2.4913311,2.48386097,2.166258812,1.414565563,0.000377453,0.0,-7.35e-24,-7.35e-24,198,2,0,1,6,0,20,40,0,24,0,0,6,57
1.0,41.661736,-88.428596,102389.0,1.065412109,291.9058533,0.004853275,2.318872452,1.677358985,4.424897194,-5.672484875,5.231216431,-4.245054722,302.3629456,281.5890503,2.335353374,2.305152893,1.800924301,1.577018738,0.000340753,2.91e-11,0.0,0.0,199,0,0,0,3,0,23,74,0,0,0,0,0,5
1.0,41.661736,-88.428596,102389.0,1.065412109,294.9458618,0.005087506,2.358538151,1.968771219,4.611674786,-5.059688568,4.708045483,-3.592572212,302.7419434,285.1966553,2.388563633,2.336517811,2.178599358,1.809937477,0.000397676,0.0,-7.35e-24,-7.35e-24,200,0,0,0,3,0,23,74,0,0,0,0,0,6
10.0,41.661736,-88.428596,102389.0,1.065412109,296.2403259,0.002694892,2.416617393,2.373633623,4.461236954,-4.55591917,5.472847462,-6.252130508,302.6097412,288.5435486,2.426528454,2.390834808,2.446650743,2.194849491,0.000443464,-2.91e-11,-7.35e-24,-7.35e-24,201,0,0,0,3,0,23,74,0,0,0,0,0,7
24.0,41.661736,-88.428596,102389.0,1.065412109,296.4185181,0.003770256,2.416617393,2.378421545,3.958395004,-4.326618671,6.239089489,-2.913752794,300.9401855,289.5696716,2.429082155,2.385778666,2.469824076,2.155639172,0.000441972,0.0,-7.35e-24,-7.35e-24,202,0,0,0,3,0,23,74,0,0,0,0,0,8
9.0,41.661736,-88.428596,102389.0,1.065412109,292.8652954,0.003420112,2.346776247,1.873061776,6.555846214,-5.443330288,5.905854225,-3.685436487,300.1972046,284.4767456,2.383091927,2.316014051,2.136115789,1.648082614,0.000376433,0.0,-7.35e-24,-7.35e-24,203,0,0,0,3,0,23,74,0,0,0,0,0,9
2.0,41.661736,-88.428596,102389.0,1.065412109,295.0432434,0.003798251,2.416617393,2.378421545,5.273298264,-4.067581177,3.433882475,-3.239596128,299.9750061,288.1113586,2.429082155,2.385778666,2.469824076,2.155639172,0.000449062,0.0,-7.35e-24,-7.35e-24,204,0,0,0,3,0,23,74,0,0,0,0,0,20
1.0,41.661736,-88.428596,102389.0,1.065412109,283.9884644,0.005608239,2.291779518,1.468854666,8.374639511,-6.407309055,5.953464985,-5.94869566,298.6665039,272.4543152,2.31409955,2.280528784,1.633775949,1.383185625,0.000319685,0.0,0.072266549,0.0,205,0,0,0,3,0,23,74,0,0,0,0,0,22
3.0,41.661736,-88.428596,102389.0,1.065412109,296.2306519,0.000796548,2.416617393,2.378421545,3.649845123,-4.228989601,4.664925098,-4.147103786,302.3103638,286.8161926,2.429082155,2.385778666,2.469824076,2.155639172,0.000446469,0.0,-7.35e-24,-7.35e-24,206,0,0,0,3,0,23,74,0,0,0,0,0,32
5.0,41.661736,-88.428596,102389.0,1.065412109,291.2144165,0.004103123,2.346776247,1.873061776,5.81890583,-4.740003109,5.789658546,-4.308579922,297.9768372,281.4400024,2.383091927,2.316014051,2.136115789,1.648082614,0.000383496,0.0,-7.35e-24,-7.35e-24,207,0,0,0,3,0,23,74,0,0,0,0,0,33
3.0,41.661736,-88.428596,102389.0,1.065412109,297.0381165,0.002613535,2.416617393,2.378421545,4.396252632,-2.286941528,4.629126549,-3.48593998,301.1418152,289.9850159,2.429082155,2.385778666,2.469824076,2.155639172,0.000448371,-2.91e-11,-7.35e-24,-7.35e-24,208,0,0,0,3,0,23,74,0,0,0,0,0,44
2.0,41.661736,-88.428596,102389.0,1.065412109,294.0257568,0.001537296,2.346776247,1.873061776,4.659009457,-3.856520176,5.898180008,-6.372779846,299.9256897,286.7234192,2.383091927,2.316014051,2.136115789,1.648082614,0.000243609,0.0,-7.35e-24,-7.35e-24,209,0,0,0,3,0,23,74,0,0,0,0,0,45
2.0,41.661736,-88.428596,102389.0,1.065412109,294.7275696,0.002800745,2.358538151,1.968771219,4.307748318,-4.014277458,5.082219124,-4.000543118,302.3422241,285.6500244,2.388563633,2.336517811,2.178599358,1.809937477,0.000395206,0.0,-7.35e-24,-7.35e-24,210,0,0,0,3,0,23,74,0,0,0,0,0,54
3.0,41.661736,-88.428596,102389.0,1.065412109,295.9094543,0.002711295,2.416617393,2.378421545,4.97375536,-3.667910099,4.794920921,-3.514475584,301.5589905,289.8810425,2.429082155,2.385778666,2.469824076,2.155639172,0.000436211,0.0,-7.35e-24,-7.35e-24,211,0,0,0,3,0,23,74,0,0,0,0,0,56
1.0,40.950217,-90.376564,52600.0,0.166406263,294.4595642,0.001134226,2.078768015,2.133528471,4.386241913,-3.374818802,5.339750767,-5.77326107,299.099762,286.0006409,2.260217428,1.962178469,2.505874157,1.893087149,0.000378666,0.0,-7.35e-24,-7.35e-24,212,0,0,0,8,0,8,6,0,79,0,0,0,45
1.0,40.950217,-90.376564,52600.0,0.166406263,296.973877,0.001331277,2.459933519,2.915533304,4.929577351,-3.211807966,4.982473373,-3.928643465,302.5296936,291.1445618,2.556522369,2.275243044,3.114622116,2.536765575,0.000509979,0.0,-7.35e-24,-7.35e-24,213,0,0,0,8,0,8,6,0,79,0,0,0,56
1.0,42.369447,-87.870898,38001.0,1.364149349,290.602417,0.005157054,1.842151642,2.074106932,5.929245472,-6.481103897,6.089283943,-6.873500824,299.8414001,283.1885681,1.941384315,1.706683278,2.079698563,2.065569878,0.000361804,0.0,-7.35e-24,-7.35e-24,215,7,0,0,26,0,2,0,0,65,0,0,0,6
16.0,42.369447,-87.870898,38001.0,1.364149349,295.1696472,0.001749657,1.995461583,2.082523823,4.758646965,-3.731394291,7.73328495,-8.817846298,299.3115234,289.285614,2.025114775,1.946860313,2.083851576,2.07995224,0.000377979,-2.91e-11,-7.35e-24,-7.35e-24,216,7,0,0,26,0,2,0,0,65,0,0,0,7
48.0,42.369447,-87.870898,38001.0,1.364149349,295.7719727,0.004184699,1.908829331,2.078391075,5.104032993,-6.020945549,8.553936005,-6.473133564,299.3695679,291.2528076,1.983620524,1.77150321,2.082402706,2.069812775,0.000368146,0.0,-7.35e-24,-7.35e-24,217,7,0,0,26,0,2,0,0,65,0,0,0,8
7.0,42.369447,-87.870898,38001.0,1.364149349,292.2056274,0.002722011,1.587852001,2.058583736,8.227749825,-7.390131474,8.305431366,-6.665849686,298.2463074,284.2735291,1.760259032,1.395980716,2.069075108,2.047616482,0.000328119,0.0,-7.35e-24,-7.35e-24,218,7,0,0,26,0,2,0,0,65,0,0,0,9
1.0,42.369447,-87.870898,38001.0,1.364149349,288.860321,0.003298732,1.842151642,2.074106932,6.331048489,-5.153195381,6.523757935,-8.089734077,295.4573669,281.4851685,1.941384315,1.706683278,2.079698563,2.065569878,0.000358934,0.0,-7.35e-24,-7.35e-24,219,7,0,0,26,0,2,0,0,65,0,0,0,18
2.0,42.369447,-87.870898,38001.0,1.364149349,295.1972656,0.002147041,1.995461583,2.082523823,4.620129108,-3.137729645,5.731348038,-6.978665829,301.5315247,289.6331787,2.025114775,1.946860313,2.083851576,2.07995224,0.000376431,2.91e-11,-7.35e-24,-7.35e-24,220,7,0,0,26,0,2,0,0,65,0,0,0,19
27.0,42.369447,-87.870898,38001.0,1.364149349,294.6191101,0.001995916,1.908829331,2.078391075,7.649251461,-6.398836136,6.699841499,-5.096391678,298.301178,290.7510986,1.983620524,1.77150321,2.082402706,2.069812775,0.000360373,0.0,-7.35e-24,-7.35e-24,221,7,0,0,26,0,2,0,0,65,0,0,0,20
30.0,42.369447,-87.870898,38001.0,1.364149349,292.6732788,0.005861497,1.587852001,2.058583736,6.520611286,-5.788265705,8.372303963,-6.73534584,296.2869873,288.0289001,1.760259032,1.395980716,2.069075108,2.047616482,0.000311046,-2.91e-11,-7.35e-24,-7.35e-24,222,7,0,0,26,0,2,0,0,65,0,0,0,21
1.0,42.369447,-87.870898,38001.0,1.364149349,291.6150513,0.002012538,1.842151642,2.074106932,7.576633453,-5.842761517,10.68104935,-5.437633514,296.2964478,284.0506287,1.941384315,1.706683278,2.079698563,2.065569878,0.000358014,0.0,-7.35e-24,-7.35e-24,223,7,0,0,26,0,2,0,0,65,0,0,0,30
8.0,42.369447,-87.870898,38001.0,1.364149349,296.4841614,0.001650147,1.995461583,2.082523823,6.744792938,-6.131595612,7.118365765,-6.907412052,300.9517212,292.4397583,2.025114775,1.946860313,2.083851576,2.07995224,0.00037852,0.0,-7.35e-24,-7.35e-24,224,7,0,0,26,0,2,0,0,65,0,0,0,31
50.0,42.369447,-87.870898,38001.0,1.364149349,295.8189697,0.001151722,1.908829331,2.078391075,4.702478886,-4.244700432,5.735831261,-7.535113811,300.1424866,289.7577515,1.983620524,1.77150321,2.082402706,2.069812775,0.000371042,0.0,-7.35e-24,-7.35e-24,225,7,0,0,26,0,2,0,0,65,0,0,0,32
33.0,42.369447,-87.870898,38001.0,1.364149349,291.1557007,0.003735483,1.587852001,2.058583736,7.685585976,-7.400421143,11.04203033,-7.135456562,297.4436035,284.8012695,1.760259032,1.395980716,2.069075108,2.047616482,0.000326184,0.0,-7.35e-24,-7.35e-24,226,7,0,0,26,0,2,0,0,65,0,0,0,33
1.0,42.369447,-87.870898,38001.0,1.364149349,292.8397522,0.003747293,1.842151642,2.074106932,7.121822357,-6.417689323,7.768608093,-6.124250889,297.7987061,286.4805298,1.941384315,1.706683278,2.079698563,2.065569878,0.000359886,0.0,-7.35e-24,-7.35e-24,227,7,0,0,26,0,2,0,0,65,0,0,0,42
34.0,42.369447,-87.870898,38001.0,1.364149349,294.5466003,0.001128539,1.995461583,2.082523823,5.477328777,-5.399437904,7.846171856,-6.814533234,299.611908,286.8409424,2.025114775,1.946860313,2.083851576,2.07995224,0.00037512,0.0,-7.35e-24,-7.35e-24,228,7,0,0,26,0,2,0,0,65,0,0,0,43
123.0,42.369447,-87.870898,38001.0,1.364149349,296.4952087,0.002025442,1.908829331,2.078391075,7.206660271,-2.439184666,6.32950449,-6.268118858,299.6888428,291.1472168,1.983620524,1.77150321,2.082402706,2.069812775,0.000338256,-2.91e-11,-7.35e-24,-7.35e-24,229,7,0,0,26,0,2,0,0,65,0,0,0,44
59.0,42.369447,-87.870898,38001.0,1.364149349,293.1001587,0.001757967,1.587852001,2.058583736,6.841150761,-4.840688705,8.534967422,-10.29469681,297.3664856,286.2759399,1.760259032,1.395980716,2.069075108,2.047616482,0.000103292,0.0,-7.35e-24,-7.35e-24,230,7,0,0,26,0,2,0,0,65,0,0,0,45
1.0,42.369447,-87.870898,38001.0,1.364149349,288.1398926,0.004647694,1.206686497,2.036962271,8.088686943,-12.15480423,7.121090412,-11.14297867,295.3712158,280.7287903,1.382110953,1.085911632,2.046747208,2.030147791,0.000255076,0.0,-7.35e-24,-7.35e-24,231,7,0,0,26,0,2,0,0,65,0,0,0,46
2.0,42.369447,-87.870898,38001.0,1.364149349,291.9072266,0.00271042,1.842151642,2.074106932,4.946321487,-5.218523502,6.806731224,-5.67832613,298.8702698,284.574646,1.941384315,1.706683278,2.079698563,2.065569878,0.000360841,0.0,-7.35e-24,-7.35e-24,232,7,0,0,26,0,2,0,0,65,0,0,0,54
7.0,42.369447,-87.870898,38001.0,1.364149349,295.0674133,0.00211008,1.995461583,2.082523823,6.42636776,-4.429261208,7.102681637,-5.771874428,300.2632141,290.3988342,2.025114775,1.946860313,2.083851576,2.07995224,0.000378934,0.0,-7.35e-24,-7.35e-24,233,7,0,0,26,0,2,0,0,65,0,0,0,55
48.0,42.369447,-87.870898,38001.0,1.364149349,294.4367676,0.002578542,1.908829331,2.078391075,7.176347256,-4.024004936,6.795947075,-5.765387535,298.5610962,289.8049011,1.983620524,1.77150321,2.082402706,2.069812775,0.000369393,0.0,-7.35e-24,-7.35e-24,234,7,0,0,26,0,2,0,0,65,0,0,0,56
24.0,42.369447,-87.870898,38001.0,1.364149349,291.7331543,0.001070364,1.587852001,2.058583736,10.15400314,-6.838951111,4.663184166,-8.411633492,297.6716003,283.094574,1.760259032,1.395980716,2.069075108,2.047616482,0.000314829,0.0,-7.35e-24,-7.35e-24,235,7,0,0,26,0,2,0,0,65,0,0,0,57
1.0,41.353957,-88.823287,113692.0,0.843409091,296.5000305,0.002755911,3.158426285,2.693622589,5.352900505,-4.956300259,5.590043545,-6.896709919,302.6681824,288.5923767,3.169546843,3.127305269,2.823978901,2.33399725,0.000531823,-2.91e-11,-7.35e-24,-7.35e-24,236,3,0,1,8,0,9,14,0,65,0,0,0,7
1.0,41.353957,-88.823287,113692.0,0.843409091,297.6031494,0.003539962,3.158426285,2.693622589,3.436065197,-3.145200014,4.20568037,-4.655503273,303.013855,289.943573,3.169546843,3.127305269,2.823978901,2.33399725,0.000533642,2.91e-11,-7.35e-24,-7.35e-24,239,3,0,1,8,0,9,14,0,65,0,0,0,19
1.0,41.353957,-88.823287,113692.0,0.843409091,291.7904968,0.003435422,3.064331293,1.637946248,6.816063881,-4.960707188,6.14892292,-4.275253773,298.4416504,282.2015991,3.105855465,3.034661293,2.106570244,1.295050144,0.000371275,0.0,-7.35e-24,-7.35e-24,240,3,0,1,8,0,9,14,0,65,0,0,0,33
1.0,41.353957,-88.823287,113692.0,0.843409091,297.172821,0.003137329,3.148773432,2.585817099,4.190158844,-2.617577553,5.409590721,-3.386251926,301.2043152,290.2975159,3.165780544,3.109277725,2.778072357,2.143816948,0.000523713,-2.91e-11,-7.35e-24,-7.35e-24,241,3,0,1,8,0,9,14,0,65,0,0,0,44
1.0,41.353957,-88.823287,113692.0,0.843409091,296.5345764,0.001944084,3.148773432,2.585817099,5.47476387,-3.024657965,5.221832275,-4.035024643,302.4224243,290.6350708,3.165780544,3.109277725,2.778072357,2.143816948,0.00048232,0.0,-7.35e-24,-7.35e-24,243,3,0,1,8,0,9,14,0,65,0,0,0,56
3.0,41.844456,-89.479044,36497.0,0.626080711,296.300415,0.002697954,2.496111393,2.873651028,5.112634182,-4.721879959,5.944782734,-7.00445509,301.9103394,289.0649719,2.499512672,2.488013983,3.025249004,2.547018766,0.000523476,-2.91e-11,-7.35e-24,-7.35e-24,244,4,0,0,8,0,0,0,0,80,0,0,8,7
3.0,41.844456,-89.479044,36497.0,0.626080711,296.4399414,0.003696335,2.491082191,2.64402914,3.633175373,-5.434932232,6.243254185,-5.85329628,300.587738,289.7461548,2.497086287,2.478792429,2.886007786,2.205589294,0.000496931,0.0,-7.35e-24,-7.35e-24,245,4,0,0,8,0,0,0,0,80,0,0,8,8
1.0,41.844456,-89.479044,36497.0,0.626080711,298.0210571,0.003458823,2.496111393,2.873651028,5.464914322,-4.023506165,5.72488308,-4.096897125,303.3660583,292.7287598,2.499512672,2.488013983,3.025249004,2.547018766,0.000545199,0.0,-7.35e-24,-7.35e-24,246,4,0,0,8,0,0,0,0,80,0,0,8,31
1.0,41.844456,-89.479044,36497.0,0.626080711,296.7894592,0.0009024,2.491082191,2.64402914,3.431959152,-3.979061127,4.669786453,-4.033864975,302.7148743,288.0466614,2.497086287,2.478792429,2.886007786,2.205589294,0.000465219,0.0,-7.35e-24,-7.35e-24,247,4,0,0,8,0,0,0,0,80,0,0,8,32
7.0,40.889253,-88.641399,36209.0,0.417928505,297.3710632,0.005229226,4.941281796,2.449334145,4.058243275,-4.366558075,6.617377758,-3.350346088,302.1278076,289.7597351,4.965612411,4.890120983,2.68272686,1.944681287,0.000526728,0.0,-7.35e-24,-7.35e-24,248,0,2,0,1,0,8,60,0,29,0,0,0,8
1.0,40.889253,-88.641399,36209.0,0.417928505,285.5246887,0.003658718,4.78529501,0.93849653,7.857432842,-3.63675642,5.920697689,-5.717294216,298.8203125,274.5577087,4.802752018,4.775499344,1.094595194,0.862204611,0.000267688,0.0,0.0,0.0,250,0,2,0,1,0,8,60,0,29,0,0,0,10
2.0,40.150678,-89.370273,29754.0,0.513111629,297.6231995,0.003470414,4.72372818,2.531385183,4.329734802,-3.793382168,6.597595692,-4.008359432,302.0014343,290.4823914,4.752182961,4.680088043,2.889027357,1.980966806,0.000490187,0.0,-7.35e-24,-7.35e-24,252,0,0,0,3,0,15,11,0,72,0,0,0,8
1.0,40.150678,-89.370273,29754.0,0.513111629,296.2354736,0.003219999,4.672624588,1.927594543,5.055798531,-4.119690418,5.079068661,-4.755821228,302.5726929,287.1384277,4.719133377,4.638999462,2.498298168,1.49852097,0.000468556,0.0,-7.35e-24,-7.35e-24,254,0,0,0,3,0,15,11,0,72,0,0,0,54
1.0,39.855983,-88.933746,49567.0,0.501094165,295.2297363,0.00361454,2.095072269,1.703365326,6.43399334,-4.476281643,6.992939472,-2.95692277,302.5581055,286.2077637,2.164454699,2.054828882,1.924069881,1.576646447,0.00037101,2.91e-11,0.0,0.0,256,0,0,0,29,0,2,0,0,68,0,0,0,5
1.0,39.855983,-88.933746,49567.0,0.501094165,297.6998596,0.00451013,2.267931223,2.25413537,5.212943554,-4.399612427,4.801846504,-4.47693634,303.1324768,290.1711426,2.39773345,2.16988945,2.665650368,1.941772938,0.000438306,0.0,-7.35e-24,-7.35e-24,257,0,0,0,29,0,2,0,0,68,0,0,0,6
18.0,39.855983,-88.933746,49567.0,0.501094165,297.6328735,0.003146952,2.498788357,2.987201929,6.515948296,-4.314709663,4.919945717,-5.548953533,303.3538513,290.5154724,2.548222065,2.407683372,3.14244318,2.697383881,0.000534629,-2.91e-11,-7.35e-24,-7.35e-24,258,0,0,0,29,0,2,0,0,68,0,0,0,7
36.0,39.855983,-88.933746,49567.0,0.501094165,297.318573,0.004456547,2.405423403,2.69664669,4.164747715,-3.718258381,6.366111279,-4.01044178,301.0365295,290.1192322,2.488518238,2.272078276,2.957760096,2.27406621,0.00050255,0.0,-7.35e-24,-7.35e-24,259,0,0,0,29,0,2,0,0,68,0,0,0,8
30.0,39.855983,-88.933746,49567.0,0.501094165,294.765564,0.004548621,2.137415171,1.846904278,7.007128716,-5.43738842,5.590396881,-5.626978874,301.2960205,286.8651733,2.261589527,2.061423302,2.240743637,1.606911659,0.000391514,0.0,-7.35e-24,-7.35e-24,260,0,0,0,29,0,2,0,0,68,0,0,0,9
